Log file open, 01/25/23 16:32:00
[2023.01.25-11.02.00:880][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@3] File [Scalability]
[2023.01.25-11.02.00:880][  0]LogConfig: Set CVar [[r.HairStrands.SkyLighting.IntegrationType:2]]
[2023.01.25-11.02.00:880][  0]LogConfig: Set CVar [[r.HairStrands.SkyAO.SampleCount:4]]
[2023.01.25-11.02.00:880][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:4]]
[2023.01.25-11.02.00:880][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2023.01.25-11.02.00:880][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:1]]
[2023.01.25-11.02.00:896][  0]LogD3D12RHI: Aftermath initialized
[2023.01.25-11.02.00:896][  0]LogD3D12RHI: Loading WinPixEventRuntime.dll for PIX profiling (from ../../../Engine/Binaries/ThirdParty/Windows/WinPixEventRuntime/x64).
[2023.01.25-11.02.01:095][  0]LogD3D12RHI: Found D3D12 adapter 0: NVIDIA GeForce GTX 1070 (Max supported Feature Level 12_1, shader model 6.6)
[2023.01.25-11.02.01:095][  0]LogD3D12RHI: Adapter has 8081MB of dedicated video memory, 0MB of dedicated system memory, and 16348MB of shared system memory, 1 output[s]
[2023.01.25-11.02.01:099][  0]LogD3D12RHI: Found D3D12 adapter 1: Microsoft Basic Render Driver (Max supported Feature Level 12_1, shader model 6.2)
[2023.01.25-11.02.01:099][  0]LogD3D12RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 16348MB of shared system memory, 0 output[s]
[2023.01.25-11.02.01:099][  0]LogD3D12RHI: Chosen D3D12 Adapter Id = 0
[2023.01.25-11.02.01:099][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.25-11.02.01:099][  0]LogHAL: Display: Platform has ~ 32 GB [34285383680 / 34359738368 / 32], which maps to Largest [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2023.01.25-11.02.01:100][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2023.01.25-11.02.01:100][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2023.01.25-11.02.01:100][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.01.25-11.02.01:100][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.01.25-11.02.01:100][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.01.25-11.02.01:100][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.01.25-11.02.01:100][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.01.25-11.02.01:100][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [D:/XiTiX/Unreal_Environments/Gaea_Import_01/Saved/Config/WindowsEditor/Editor.ini]
[2023.01.25-11.02.01:100][  0]LogInit: Computer: DESKTOP-ICA1GHI
[2023.01.25-11.02.01:100][  0]LogInit: User: ASUS
[2023.01.25-11.02.01:100][  0]LogInit: CPU Page size=4096, Cores=4
[2023.01.25-11.02.01:100][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.01.25-11.02.01:100][  0]LogMemory: Memory total: Physical=31.9GB (32GB approx)
[2023.01.25-11.02.01:100][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.01.25-11.02.01:100][  0]LogMemory: Process Physical Memory: 268.13 MB used, 277.73 MB peak
[2023.01.25-11.02.01:100][  0]LogMemory: Process Virtual Memory: 237.57 MB used, 237.57 MB peak
[2023.01.25-11.02.01:100][  0]LogMemory: Physical Memory: 19303.66 MB used,  13393.43 MB free, 32697.09 MB total
[2023.01.25-11.02.01:100][  0]LogMemory: Virtual Memory: 35265.00 MB used,  4371.91 MB free, 39636.91 MB total
[2023.01.25-11.02.01:100][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.01.25-11.02.01:105][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.01.25-11.02.01:114][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.01.25-11.02.01:115][  0]LogInit: Using OS detected language (en-GB).
[2023.01.25-11.02.01:115][  0]LogInit: Using OS detected locale (en-IN).
[2023.01.25-11.02.01:118][  0]LogTextLocalizationManager: No specific localization for 'en-GB' exists, so 'en' will be used for the language.
[2023.01.25-11.02.01:350][  0]LogInit: Setting process to per monitor DPI aware
[2023.01.25-11.02.01:368][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.01.25-11.02.01:368][  0]LogWindowsTextInputMethodSystem:   - English (United Kingdom) - (Keyboard).
[2023.01.25-11.02.01:368][  0]LogWindowsTextInputMethodSystem:   - English (India) - (Keyboard).
[2023.01.25-11.02.01:368][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United Kingdom) - (Keyboard).
[2023.01.25-11.02.01:385][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.01.25-11.02.01:385][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.01.25-11.02.01:542][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.01.25-11.02.01:542][  0]LogWindows: Attached monitors:
[2023.01.25-11.02.01:543][  0]LogWindows:     resolution: 2560x1080, work area: (0, 0) -> (2560, 1040), device: '\\.\DISPLAY1' [PRIMARY]
[2023.01.25-11.02.01:543][  0]LogWindows: Found 1 attached monitors.
[2023.01.25-11.02.01:543][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.01.25-11.02.01:543][  0]LogRHI: RHI Adapter Info:
[2023.01.25-11.02.01:543][  0]LogRHI:             Name: NVIDIA GeForce GTX 1070
[2023.01.25-11.02.01:543][  0]LogRHI:   Driver Version: 526.86 (internal:31.0.15.2686, unified:526.86)
[2023.01.25-11.02.01:543][  0]LogRHI:      Driver Date: 11-8-2022
[2023.01.25-11.02.01:543][  0]LogD3D12RHI:     GPU DeviceId: 0x1b81 (for the marketing name, search the web for "GPU Device Id")
[2023.01.25-11.02.01:543][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.01.25-11.02.01:547][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.01.25-11.02.01:547][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: Bindless resources are supported
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: Ray tracing is disabled because D3D12 ray tracing tier 1.1 is required but only tier 1.0 is supported.
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.01.25-11.02.01:651][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.01.25-11.02.01:720][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.01.25-11.02.01:720][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.01.25-11.02.01:721][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.01.25-11.02.01:751][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.01.25-11.02.01:751][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.01.25-11.02.01:752][  0]LogRHI: Texture pool is 4607 MB (70% of 6581 MB)
[2023.01.25-11.02.01:752][  0]LogD3D12RHI: Async texture creation enabled
[2023.01.25-11.02.01:752][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.01.25-11.02.01:789][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Gaea_Import_01.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Intermediate/TurnkeyReport_0.log" -log="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Intermediate/TurnkeyLog_0.log" -project="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Gaea_Import_01.uproject"  -platform=all'
[2023.01.25-11.02.01:789][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Gaea_Import_01.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Intermediate/TurnkeyReport_0.log" -log="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Intermediate/TurnkeyLog_0.log" -project="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Gaea_Import_01.uproject"  -platform=all" ]
[2023.01.25-11.02.01:821][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.01.25-11.02.01:821][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.01.25-11.02.01:821][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.01.25-11.02.01:821][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.01.25-11.02.01:821][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.01.25-11.02.01:821][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.01.25-11.02.01:821][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.01.25-11.02.01:821][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.01.25-11.02.01:822][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.01.25-11.02.01:822][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.01.25-11.02.01:823][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.01.25-11.02.01:831][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.01.25-11.02.01:859][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.01.25-11.02.01:859][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.01.25-11.02.01:863][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.01.25-11.02.01:863][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.01.25-11.02.01:866][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.01.25-11.02.01:866][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.01.25-11.02.01:866][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.01.25-11.02.01:866][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.01.25-11.02.01:870][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.01.25-11.02.01:870][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.01.25-11.02.01:870][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.01.25-11.02.01:873][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.01.25-11.02.01:873][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.01.25-11.02.01:880][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.01.25-11.02.01:880][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.01.25-11.02.01:880][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.01.25-11.02.01:880][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.01.25-11.02.01:880][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.01.25-11.02.01:880][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.01.25-11.02.01:883][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.01.25-11.02.01:883][  0]LogTargetPlatformManager:   ADPCM
[2023.01.25-11.02.01:883][  0]LogTargetPlatformManager:   PCM
[2023.01.25-11.02.01:886][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.01.25-11.02.01:886][  0]LogTargetPlatformManager:   BINKA
[2023.01.25-11.02.01:891][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.01.25-11.02.01:891][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.01.25-11.02.01:891][  0]LogTargetPlatformManager:   OGG
[2023.01.25-11.02.01:893][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.01.25-11.02.01:893][  0]LogTargetPlatformManager:   OPUS
[2023.01.25-11.02.01:942][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   SF_METAL
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.01.25-11.02.01:950][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.01.25-11.02.01:957][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.01.25-11.02.01:957][  0]LogTargetPlatformManager:   VVM_1_0
[2023.01.25-11.02.01:957][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.01.25-11.02.01:957][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.01.25-11.02.01:957][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.01.25-11.02.01:957][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.01.25-11.02.01:957][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.01.25-11.02.01:957][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.01.25-11.02.01:961][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file D:/XiTiX/Unreal_Environments/Gaea_Import_01/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.01.25-11.02.01:961][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.01.25-11.02.01:961][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file D:/XiTiX/Unreal_Environments/Gaea_Import_01/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.25-11.02.01:961][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.01.25-11.02.01:994][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.01.25-11.02.01:994][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.25-11.02.01:994][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.01.25-11.02.02:004][  0]LogDerivedDataCache: Speed tests for C:/Users/ASUS/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.01.25-11.02.02:004][  0]LogDerivedDataCache: Display: Performance to C:/Users/ASUS/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.03ms. RandomReadSpeed=222.70MBs, RandomWriteSpeed=174.99MBs. Assigned SpeedClass 'Local'
[2023.01.25-11.02.02:006][  0]LogDerivedDataCache: Using Local data cache path C:/Users/ASUS/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.01.25-11.02.02:006][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.01.25-11.02.02:006][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.01.25-11.02.02:006][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.01.25-11.02.02:006][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.01.25-11.02.02:007][  0]LogShaderCompilers: Guid format shader working directory is 2 characters bigger than the processId version (D:/XiTiX/Unreal_Environments/Gaea_Import_01/Intermediate/Shaders/WorkingDirectory/2260/).
[2023.01.25-11.02.02:007][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/ASUS/AppData/Local/Temp/UnrealShaderWorkingDir/FACD69C1408CE7A34B9B2BB6ED982DCC/'.
[2023.01.25-11.02.02:007][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.01.25-11.02.02:007][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 5 workers.
[2023.01.25-11.02.03:154][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.01.25-11.02.03:369][  0]LogShaderCompilers: Display: Compiling shader autogen file: D:/XiTiX/Unreal_Environments/Gaea_Import_01/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.01.25-11.02.03:369][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: D:/XiTiX/Unreal_Environments/Gaea_Import_01/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.01.25-11.02.03:369][  0]LogShaderCompilers: Display: Shader autogen file written: D:/XiTiX/Unreal_Environments/Gaea_Import_01/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: ---
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: ---
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.01.25-11.02.03:934][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.01.25-11.02.04:125][  0]LogSlate: Using FreeType 2.10.0
[2023.01.25-11.02.04:125][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.01.25-11.02.04:174][  0]LogAssetRegistry: FAssetRegistry took 0.0185 seconds to start up
[2023.01.25-11.02.04:183][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.01.25-11.02.04:527][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.01.25-11.02.05:212][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: Available device profiles:
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF21000][00000BFAD3E6C000 52] GlobalDefaults, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF22A00][00000BFAD4C60000 52] Windows, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF22C00][00000BFAD4C62800 52] WindowsEditor, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF22400][00000BFACB4D0000 52] WindowsServer, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF20600][00000BFAD6B8C800 52] WindowsClient, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF22000][00000BFAD3FC2800 52] IOS, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF22E00][00000BFAD4C65000 52] iPadAir2, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF23400][00000BFADCFA0000 52] IPadPro, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF23600][00000BFADCFA2800 52] iPadAir3, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF20400][00000BFADCFA7800 52] iPadAir4, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF20800][00000BFADCFAA000 52] iPadAir5, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF23E00][00000BFADCFAC800 52] iPadMini4, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF20200][00000BFAD3FC7800 52] iPadMini5, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF23000][00000BFADCFA5000 52] iPadMini6, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF25200][00000BFADCF95000 52] iPhone6S, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF25400][00000BFADCF92800 52] iPhone7, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF25600][00000BFADCF90000 52] iPodTouch7, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF21800][00000BFADCF9A000 52] iPhone6SPlus, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF24200][00000BFADCF9C800 52] iPhone7Plus, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF22600][00000BFAD76AC800 52] iPhoneSE, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF21C00][00000BFADCFB0000 52] iPhone8, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF21600][00000BFADCFB5000 52] iPhone8Plus, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF24800][00000BFADCFB7800 52] iPhoneX, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF23800][00000BFADCFBA000 52] iPhoneXS, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF25E00][00000BFADCFBC800 52] iPhoneXSMax, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF23C00][00000BFADCF97800 52] iPhoneXR, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF22200][00000BFADCFC0000 52] iPhone11, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF25A00][00000BFADCFC5000 52] iPhone11Pro, 
[2023.01.25-11.02.05:212][  0]LogDeviceProfileManager: 	[00000BFADCF20E00][00000BFADCFC7800 52] iPhone11ProMax, 
